src,tgt
"""So, you won't try and confess to him?"" ""It's better to keep what I feel. Ayoko maguluhan si Mage. If I tell him what I feel mappressure yun. He’d feel bad kasi he can’t return the feelings. Baka masira lang din pagkakaibigan namin dahil dun.”","""So, you won't try and confess to him?"" ""It's better to keep what I feel. I don't want to confuse Mage. If I tell him how I feel, he'll feel pressured. He’d feel bad because he can’t return the feelings. Our friendship might just be ruined because of it."""
“Kaya ka ba may girlfriend?” “Huh?” “Kaya ka ba may girlfriend para maisantabi feelings mo para sa kanya?” Napahinga naman ng malalim si Chanyeol at naglakad naman siya papunta sa ref para kumuha ng yelo. “Nung una pero ngayon gusto ko narin naman si Riki.”,"""Is that why you have a girlfriend?"" ""Huh?"" ""Is that why you have a girlfriend, to suppress your feelings for him?"" Chanyeol took a deep breath and walked to the refrigerator to get some ice. ""At first, yes, but now I also like Riki."""
“Pero si Mage parin top one sa puso mo?” Hindi naman sumagot si Chanyeol at inabala niya sarili niya sa tinitimpla niyang inumin. “Enough about us. Kayo ba ni Resi? Mutual naman feelings niyo at matagal niyo na kilala isa’t isa bat nasa ligawan stage kayo?”,"""But is Mage still number one in your heart?"" Chanyeol didn't answer and busied himself with preparing the drink. ""Enough about us. What about you and Resi? You both have mutual feelings and you've known each other for a long time, so why are you still in the courtship stage?"""
"“‘Cause I still want to do it right. Slowly but surely. Atsaka matagal din yung mga taon na hindi kami nagkausap at nagkita. Madaming nagbago at nadagdag sa mga buhay namin kaya we still need to have this getting to know stage, this ligawan stage.”","""Because I still want to do it right. Slowly but surely. Besides, it's been a long time since we last talked and saw each other. A lot has changed and been added to our lives, so we still need to have this getting-to-know stage, this courtship stage."""
"“Hmm… sabagay. Pero teka matanong nga kita, nung una sabi mo raw kay Resi friends lang, bakit?” Bahagya namang umismid ng tawa si Sehun at medyo nakaramdam siya ng onting hiya rito. “Nakakahiya man amin pero natakot kasi ako.” “Natakot? Saan?”","""Hmm… I guess. But wait, let me ask you something. At first, you said you and Resi were just friends, why?"" Sehun chuckled slightly and felt a bit embarrassed. ""It's embarrassing to admit, but I was scared."" ""Scared? Of what?"""
“Natakot ako na baka umulit ulit yung sakit na naranasan ko sa nakaraan namin. Sa totoo lang yung biglang paglaho ni Resi sobrang naapektuhan ako nun. Mahal ko siya ehh tas bigla na lang siyang naglaho ng parang bula. I don’t even know what happened kaya di ko alam iisipin ko.”,"""I was scared that I'd experience the same pain I felt in our past again. Honestly, Resi's sudden disappearance really affected me. I love him, and then he just vanished like a bubble. I don’t even know what happened, so I don't know what to think."""
Napatango naman si Chanyeol sabay hingang malalim. “Sabagay. Kung ako rin nasa posisyon mo matatakot nga rin ako. Buti nagrisk ka ulit. Na-trigger ka ba nung supervisor ni Resi?” Di naman napigilan ni Sehun tawa niya pero tumango naman siya in response sa tanong ni Chanyeol.,"Chanyeol nodded and took a deep breath. ""I guess so. If I were in your position, I’d be scared too. Good thing you took the risk again. Were you triggered by Resi's supervisor?"" Sehun couldn't help but laugh but nodded in response to Chanyeol's question."
"“That actually really made me feel more scared but this time it’s scared about totally losing Resi. I mean, I’d rather be hurt again with the same pain from the past rather than being hurt from a new pain which is losing Resi to another person. Kaya I’m risking it.”","""That actually really made me feel more scared, but this time it’s scared about totally losing Resi. I mean, I’d rather be hurt again with the same pain from the past rather than being hurt from a new pain which is losing Resi to another person. That's why I’m risking it."""
“Sir Clark became your wake up call huh?” “Yeah. I guess. Sana ikaw din magkaron ka ng taong gigising sayo.” “Tss. Gago. Ayos na nga ako sa sitwasyon namin ngayon.” “You’re saying that now kasi di pa secured talaga si Mage pero tignan mo talaga pag yan si Kuya Alon naging,"""Sir Clark became your wake-up call, huh?"" ""Yeah. I guess. I hope you also have someone who will wake you up."" ""Tss. Idiot. I'm fine with our situation now."" ""You’re saying that now because Mage isn’t really secured yet, but just you wait until Kuya Alon becomes really stable and serious with Mage."""
totoong maayos na at seseryosohin na niya talaga si Mage. You’ll feel what I felt talaga.” “Tigilan mo na nga ako dyan. Tara na. Tapos na ko dito. Tapos ka na ba dyan sa dip ng nachos?” Tumango naman si Sehun at binuhat naman na niya yung bowl ng dip at yung bowl ng nachos.,"You’ll really feel what I felt."" ""Stop it already. Let's go. I'm done here. Are you done with the nachos dip?"" Sehun nodded and picked up the bowl of dip and the bowl of nachos."
Sabay naman na silang lumabas ng kusina at diretsong pumunta sa sala kung saan nag-uusap yung dalawang magkaibigan. Pagkarating nila doon ay di naman na umiiyak si Kyungsoo at nagchichismisan na yung dalawa. “Bilis naman makarecover sa iyak ni Mage.” Natatawang bulong ni Sehun.,"They both went out of the kitchen and went straight to the living room where the two friends were talking. When they got there, Kyungsoo was no longer crying, and the two were already gossiping. ""Mage recovered from crying so quickly."" Sehun whispered, laughing."
“Ganyan yan. Pero panigurado mamaya pag mag-isa na lang ulit yan iiyak na naman yan.” “Edi wag mo iwan mag-isa. Samahan mo matulog sa kwarto niya.” “Luh sira ka ba? Never pa nga akong nakapasok sa kwarto niyan.” “Luh talaga ba?”,"""That's just how he is. But for sure, later when he's alone again, he'll cry again."" ""Then don't leave him alone. Stay with him in his room."" ""Are you crazy? I've never even been inside his room."" ""Really?"""
“Oo. I have full respect for him kaya I never enter his room. Mas nauna pa ngang makapasok dun si Kuya Alon kesa sa ‘kin ehh.” “Wow. Sa tagal niyong magkaibigan never ka pa talagang nakapasok dun?” “Oo nga. Siya madalas pumapasok sa kwarto ko kahit walang paalam.”,"""Yes. I have full respect for him, so I never enter his room. Kuya Alon even got to enter it before me."" ""Wow. After being friends for so long, you've never really been inside there?"" ""Yeah. He often enters my room without permission."""
"“Kahit papasukin ka niya sa kwarto niya di ka pumapasok?” “Oo. I make excuses. Anyway, tara na.” Nauna naman nang lumapit si Chanyeol kela Kyungsoo at Baekhyun at nilapag naman niya yung tray na may pitchel ng juice at mga baso sa lamesa.","""Even if he lets you into his room, you don't go in?"" ""Yes. I make excuses. Anyway, let's go."" Chanyeol went to Kyungsoo and Baekhyun first and placed the tray with the pitcher of juice and glasses on the table."
Kinuha naman niya yung isang mug na andun na may lamang hot choco at ibinigay niya kay Kyungsoo. “Eto sayo. Swiss Miss with coffee and cream to make you calmer.” Napatingin naman si Kyungsoo kay Chanyeol at bahagya namang lumambot ang mga titig niya habang bahagyang napanguso.,"He took one of the mugs that already had hot chocolate and gave it to Kyungsoo. ""Here you go. Swiss Miss with coffee and cream to make you calmer."" Kyungsoo looked at Chanyeol and his gaze softened slightly as he pouted slightly."
"“Thank you, bes. You really know me.” Ngumiti lang naman si Chanyeol sa kanya at naupo siya sa tabi nito. Napapangisi naman si Sehun haban inilapag yung chips sa lamesa. Napansin naman ni Baekhyun yung ngisi nito kaya naman napatitig siya kay Sehun na medyo nakakunot ang noo.","""Thank you, best friend. You really know me."" Chanyeol just smiled at him and sat beside him. Sehun grinned as he put the chips on the table. Baekhyun noticed his grin, so he stared at Sehun with a slightly furrowed brow."
Naglakad naman papunta si Sehun kay Baekhyun at naupo siya sa tabi nito. “Bat ka ngumingisi dyan ha?” Agad na tanong ni Baekhyun kay Sehun. “Ha? Ahh wala naman.” “Wala daw.” Natawa naman ng kaonti si Sehun at piningot niya ang ilong ni Baekhyun na ikinabigla nung isa.,"Sehun walked over to Baekhyun and sat beside him. ""Why are you grinning?"" Baekhyun immediately asked Sehun. ""Huh? Oh, nothing."" ""He says nothing."" Sehun laughed a little and pinched Baekhyun's nose, which surprised him."
"“Kulit talaga. Wala nga. Anyway, musta si Mage? Napahingang malalim naman si Baekhyun at kumuha naman siya ng chips doon sa bowl bago magsalita. “Medyo kalmado na siya. Sabi niya maayos naman pag-uusap nila ni Kuya Alon ehh. He just really chose to break up with him to give","""You're really annoying. It's nothing. Anyway, how's Mage?"" Baekhyun sighed deeply and took some chips from the bowl before speaking. ""He's a little calmer now. He said that his talk with Kuya Alon went well. He just really chose to break up with him to give"
Kuya Alon time to heal and move forward on his own. Sinabi naman niya sa kanya na if he’s already fully healed and have moved forward he’ll give him another chance.” “Really? Wow. Mahal na mahal niya nga talaga si Kuya Alon.” “Sobra. I get him naman. Iba talaga pag first love.”,"Kuya Alon time to heal and move forward on his own. He told him that if he’s already fully healed and has moved forward, he’ll give him another chance."" ""Really? Wow. He really loves Kuya Alon so much."" ""So much. I get him, though. First love is really something else."""
"Napatitig naman si Sehun kay Baekhyun at bahagya naman siyang napangisi. “Hmm… speaking of first love, sino first love mo, kupz? Ako ba?” Para namang nabilaukan si Baekhyun sa kinakain niyang chips kaya naman dali-daling kumuha ng juice si Sehun at binigay ito kay Baekhyun.","Sehun stared at Baekhyun and grinned slightly. ""Hmm… speaking of first love, who's your first love? Is it me?"" Baekhyun seemed to choke on the chips he was eating, so Sehun quickly grabbed some juice and gave it to Baekhyun."
"“Luh. Babes, ayos ka lang? Anyare sayo dyan?” Alalang tanong ni Kyungsoo. Tumango naman si Baekhyun at ipinokus niya ang sarili sa pag-inom nung juice. Marahan namang hinimas ni Sehun sa likod si Baekhyun at pilit naman niyang pinipigilan ang mapangiti ng husto.","""Luh. Babes, are you okay? What happened to you?"" Kyungsoo asked worriedly. Baekhyun nodded and focused on drinking the juice. Sehun gently rubbed Baekhyun's back and tried to stop himself from smiling too much."
☽ 91 yieee resi pers lab ang clae-clae,"☽ 91 Yay, Resi is [Baekhyun/Clae-Clae]'s first love"
☽ 92 sige sirain niyo happiness ni clae-clae,☽ 92 Go ahead and ruin [Baekhyun/Clae-Clae]'s happiness
☽ 93 in thiz houz paladesisyon uz,"☽ 93 In this house, we are decisive! (Referring to support for Resi)"
☽ 94 no pressure resi,"☽ 94 No pressure, Resi"
☽ 95 sA iYo aNg frEsH cOnFidEnCe kO,☽ 95 All my fresh confidence lies with you
☽ 96 lakas talaga clae-clae,☽ 96 [Baekhyun/Clae-Clae] is so strong
☽ 97 gague clae-clae,☽ 97 Go [Baekhyun/Clae-Clae]
☽ 98 aaaaaayyyyy,☽ 98 Aaaaaayyyyy
☽ 99 update niyo kasi si babes dib,☽ 99 Update your babes! (Referring to candresi/Resi and Sehun)
☽ 100 naks naman candresi,"☽ 100 How sweet, Candresi![Combination of the names, Candice and Resi/Baekhyun, referring to Sehun and Baekhyun]"
~ Bago magtanghalian naman pumunta si Sehun sa bahay nila Baekhyun. Sinabihan kasi siya ng nanay ni Baekhyun na doon na lang sila mananghalian. Pagkarating naman ni Sehun doon ay naliligo pa si Baekhyun kaya naman tinulungan niya munang magluto ang nanay ni Baekhyun.,"Before lunch, Sehun went to Baekhyun's house. Baekhyun's mother told him to have lunch there. When Sehun arrived, Baekhyun was still taking a bath, so he helped Baekhyun's mother cook first."
"""Musta naman panliligaw mo kay Resi, anak?"" Tanong ng nanay ni Baekhyun. ""Ayos naman po, tita. Di naman po ako masyadong pinapahirapan ni Resi. Pero tita ang tigas ng ulo talaga ng anak niyo po. Pag may overtime sila laging nagpapalipas ng hapunan.""","""How's your courtship with Resi going, son?"" Baekhyun's mother asked. ""It's going well, Tita. Resi isn't giving me too much of a hard time. But Tita, your son is really stubborn. When they have overtime, he always skips dinner."""
"""Ay nako, anak. Yan din sinesermon ko kay Resi. Sinabing kumain siya sa tamang oras tuwing nag-oovertime sila kasi nga mahina katawan niya."" ""Kaya nga po tita ehh. Pero tita di uubra yun sa 'kin kaya ginagawa ko tita pinupuntahan ko siya sa opisina nila para dalan ng pagkain.""","""Oh dear, son. I also lecture Resi about that. I told him to eat at the right time whenever they have overtime because he's weak."" ""That's right, Tita. But Tita, that won't work on me, so what I do is I go to his office to bring him food."""
