src,tgt
"eto nanaman ako with my midnayt tots nakokornihan ako ng sobra sa mga talent shows na may sob story muna bago pakita ung talent but when it comes to sb19, pag naririnig ko ung pinanggalingan nila, mas gusto ko pa silang supportahan hypocrite ako opo","Here I go again with my midnight thoughts. I find talent shows with sob stories before showing the talent so corny but when it comes to SB19, when I hear about where they came from, I want to support them more. I'm a hypocrite, yes."
"not invalidating ung mga buhay ng mga tao sa talent shows pero ang korny lang talaga and u know its staged to make u feel empathy for the contestant. lahat ng pinapakita nila lalo na sa audience reactions is so fake lmao watch yt vids about them, itll make u laugh","Not invalidating the lives of the people in the talent shows but it's just really corny and you know it's staged to make you feel empathy for the contestant. Everything they show, especially the audience reactions, is so fake lmao. Watch YouTube videos about them, it'll make you laugh."
"thats on the producers of the show not the contestants syempre pero for sb19, kahit hindi mo alam kahit ano about them and just listen to one of their songs, and even watch one of their vlogs or showbreaks eps, gugustuhin mo nalang silang istan agad cause theyre","That's on the producers of the show, not the contestants, of course, but for SB19, even if you don't know anything about them and just listen to one of their songs, and even watch one of their vlogs or ShowBreak episodes, you'll just want to stan them immediately because they're..."
"legitimately amazing and entertaining like how celebs should be. parang bonus nalang ung life story nila? does that make sense hahaha ksi nauna ko namang malaman ang esbi dahil sa go up dance prac nila, songs tas ung mga showbreak eps. i didnt give a shit about their interviews","legitimately amazing and entertaining like how celebs should be. Their life story is just like a bonus? Does that make sense hahaha because I knew SB first because of their 'Go Up' dance practice, then their songs and ShowBreak episodes. I didn't give a shit about their interviews."
"kasi all i wanted was for something to make me entertained and that they did. nung 2019 un pero ngayon na mas may exp na ko sa buhay lmao, kahit 2yrs ago lang un, mas lumakas ung epekto sakin ng life story ng esbi","Because all I wanted was for something to entertain me and that they did. That was in 2019 but now that I have more experience in life lmao, even if it was just 2 years ago, the effect of SB19's life story on me is stronger."
"maybe cause of the pandemic and i halted from studying, mas napasabak ako sa rl shit? tas it made me think talaga about what i wanted to do with my life tas ayun dumating sb to my life by gods timing. kaya sobrang emo ko tuwing naririnig ko ung life nila and it just reminds me","Maybe it's because of the pandemic and I halted from studying, I became more involved in real-life shit? And it made me really think about what I wanted to do with my life and then SB came into my life by God's timing. That's why I'm so emotional whenever I hear about their lives and it just reminds me..."
of why im still here. why i keep on supporting these talented men who know nothing about me. why theyre making me happy. why theyre making me feel like theres hope for my dreams. why they make me feel inspired. why theyre making me feel alive.,of why I'm still here. Why I keep on supporting these talented men who know nothing about me. Why they're making me happy. Why they're making me feel like there's hope for my dreams. Why they make me feel inspired. Why they're making me feel alive.
"ive been in so many fandoms before but never have i felt this connected with my idolsmains. and it made me think, kpop and anime kasi un. its from different cultures. syempre, they still hold a special place in my heart. i still love all of those that made me happy","I've been in so many fandoms before but never have I felt this connected with my idols/mains. And it made me think, because it was K-pop and anime. It's from different cultures. Of course, they still hold a special place in my heart. I still love all of those that made me happy."
"pero iba ung epekto ng sb19. its rlly the timing den kung kailan sila pumasok sa buhay ko uli and also theyre filos. they struggle the same shit i struggle with now. ung mga kinukwento nila sa interviews nila, mga jokes nila, gets na gets ko kasi same culture.","But the effect of SB19 is different. It's really the timing of when they came back into my life and also they're Filipinos. They struggle with the same shit I struggle with now. What they talk about in their interviews, their jokes, I get them completely because we have the same culture."
"patriotic nanaman ako na ewan basta mahal ko mga pilipino kahit di ako mahal hhahaha pero un nga, their roots, where they came from just hits me different. and ung fact pa na i want to be an artist too just hits too close to home. ung pinagsasabi nila na practice will never","I'm being patriotic for no reason, I just love Filipinos even if they don't love me, hahahaha, but yeah, their roots, where they came from just hits me different. And the fact that I want to be an artist too just hits too close to home. What they say about how practice will never..."
"betray you? ive heard that countless times watching drawing tutorials since i started getting interested in drawing. and its for real. syempre hindi lang to sa artists, sa kahit ano pa yan. pero it just hits different when youre in the same line of work","betray you? I've heard that countless times watching drawing tutorials since I started getting interested in drawing. And it's for real. Of course, this is not just for artists, but for anything else. But it just hits different when you're in the same line of work."
"tamad ako so i havent really improved all that much pero looking at where i started and where i am at now, its definitely progress. tamad as in nawawala wala ung motivation ko sa pagdrawing before esbi, it was probably since jan when i last drew then came","I'm lazy so I haven't really improved all that much but looking at where I started and where I am at now, it's definitely progress. Lazy as in I keep losing my motivation to draw before SB19, it was probably since January when I last drew then came..."
pablos bday where i drew him. tas ngayong nasa fandom na ko i probably have drawn around 5 fanarts in just 3 months grabe motivation ko dahil sa sb19. tas ung mga joke na den na nakakahiya naman sa esbi kung tamad ako nakakamotivate din cause we know,"Pablo's birthday where I drew him. And now that I'm in the fandom, I probably have drawn around 5 fan arts in just 3 months. My motivation is great because of SB19. And even the jokes that it's embarrassing to be lazy to SB19 are also motivating because we know..."
"what they went through just to get to where they are now. pure hardwork and determination, which is why we cant help but support them and in return, they also support us mentally. kahit hindi nila tayo kilala isa isa, kahit hindi nila alam lahat ng kwento natin,","what they went through just to get to where they are now. Pure hard work and determination, which is why we can't help but support them and in return, they also support us mentally. Even if they don't know us one by one, even if they don't know all of our stories..."
alam nilang pahinga at inspirasyon natin sila. and paulit ulit din namn nilang sinasabi na tayo din ang motivation nila alongside their family friends and co members.,"they know that we see them as our rest and inspiration. And they also repeatedly say that we are also their motivation alongside their family, friends, and co-members."
basta un ewan ko po kung anong point ko dito hahahhaahhaa keep loving sb19 nalang,"Anyway, I don't know what my point is here hahahhaahhaa, just keep loving SB19."
hindi naman sa pinagooverthink ko kayo pero what if crush rin pala kayo ng mga crush niyo. sadyang takot lang kayo magfirst move?,"Not to make you overthink, but what if your crushes actually have a crush on you too? Are you just afraid to make the first move?"
dapat talaga pwedeng ioff replies para sa mga masasaya na sa love life. j,Replies should really be able to be turned off for those who are happy in their love life. j
bakit flowerld. parang typo tlga kahit anong convince ko sa brain ko na intentional sya,Why 'flowerld'? It really seems like a typo no matter how much I convince my brain that it's intentional.
creepy umuulan dito tas ako na lang gising parang may nagsasalita na ewan putekjfsudfusd,"Creepy, it's raining here and I'm the only one awake, it's like something is talking, what the heck?! putekjfsudfusd"
tinatamad talaga ako magreview pero para sa mga pogi magrereview na aqu,I'm really lazy to review but I'll review for the handsome guys.
parang ang skeri tuloy tikman nung chicken sandwich sa jabee hmmm dame ko nakikitang hilaw ksmxnxjdhsn,"The chicken sandwich at Jollibee suddenly feels scary to try. Hmmm, I see so many undercooked ones ksmxnxjdhsn"
daddys home on loop para sa mga takot matulog ahahhaahhshshaaj,"Playing 'Daddy's Home' on repeat for those who are afraid to sleep, hahaha."
parang alam ko saan to nakalimutan ko name papuntang tagaytay?,I think I know this place... I forgot the name on the way to Tagaytay?
parang gusto ko magbasa ulit ng au kasi gusto ko ulit masaktan,I kind of want to read an alternate universe fanfic again because I want to feel hurt again.
bat parang mas bet ko hampasin ung tao kesa ung bola,Why do I feel like I'd rather hit a person than a ball?
sa sobrang yamot ko parang gusto kong mag video ng peta sa pe,I'm so annoyed that I feel like making a video about people for the sake of people.
hahahahahahahaha siguraduhin nyo kasali bts haha kung hindi matutulog na kame hahaha,"Hahahahahahaha make sure BTS is included, haha! If not, we're going to sleep."
ending isa lang hahaha parang pilit pa hahahhaha,"Only one ending, hahaha. It even feels forced, hahahaha."
parang siningit nalang para di mabash ahahahah,"It feels like it was just inserted so they wouldn't get bashed, hahaha."
hahahaha. umay sila,Hahahaha. They're annoying.
gusto ko talaga ireread yung alon au pero parang hindi ko pa kaya,"I really want to reread 'Alon' AU, but I don't think I can handle it yet."
"like if i hear daddys home, ill jump out of bed to login for work even if im sleepy.","Like, if I hear 'Daddy's Home', I'll jump out of bed to log in for work even if I'm sleepy."
"parang pag narinig ko yun, pakama palang me, chour.","It's like when I hear that, I'm skipping the shower, just kidding."
parang gusto kong manakit pldt shutacca,"I feel like hurting someone at PLDT, son of a..."
parang gago patulog palang ako saka pinatay ac,"It's like, seriously? I was just about to sleep when they turned off the A/C."
mahal na mahal kita mga katagang saliva parang sayo cutie weteustay with mahmygz,"I love you so much, those words are saliva, like for you, cutie, westay with mahmygz."
