# of Actual Tweets,Twitter Links,id,split,Tweet Status,Original Taglish Tweet,Preprocessed Taglish Tweet,English Translation,Comments
,https://twitter.com/i/web/status/1463133904228032514,1.4631339042280325e+18,"(0.14285714285714285, 0.7142857142857143, 0.14285714285714285)",,,,,
,https://twitter.com/i/web/status/1463133840038318080,1.463133840038318e+18,"(0.047619047619047616, 0.7142857142857143, 0.19047619047619047)",,,,,
,https://twitter.com/i/web/status/1463133763974533124,1.463133763974533e+18,"(0.3076923076923077, 0.23076923076923078, 0.46153846153846156)",,,,,
,https://twitter.com/i/web/status/1463133669581680642,1.4631336695816806e+18,"(0.13333333333333333, 0.6, 0.26666666666666666)",,,,,
,https://twitter.com/i/web/status/1463133573741834242,1.4631335737418342e+18,"(0.0, 0.6, 0.4)",,,,,
,https://twitter.com/i/web/status/1463133474466852875,1.4631334744668529e+18,"(0.18181818181818182, 0.2727272727272727, 0.5454545454545454)",,,,,
,https://twitter.com/i/web/status/1463133470083796998,1.4631334700837967e+18,"(0.6111111111111112, 0.2777777777777778, 0.1111111111111111)",,,,,
,https://twitter.com/i/web/status/1463133412173045776,1.4631334121730455e+18,"(0.0, 0.625, 0.375)",,,,,
,https://twitter.com/i/web/status/1463133132870217732,1.4631331328702177e+18,"(0.0, 0.6, 0.4)",,,,,
,https://twitter.com/i/web/status/1463132769748348932,1.463132769748349e+18,"(0.1111111111111111, 0.6666666666666666, 0.2222222222222222)",,,,,
,https://twitter.com/i/web/status/1463132627645259778,1.4631326276452595e+18,"(0.2222222222222222, 0.7777777777777778, 0.0)",,,,,
,https://twitter.com/i/web/status/1463132607516868609,1.4631326075168686e+18,"(0.11764705882352941, 0.6274509803921569, 0.23529411764705882)",,,,,
,https://twitter.com/i/web/status/1463132458359025671,1.4631324583590257e+18,"(0.1, 0.6, 0.25)",,,,,
,https://twitter.com/i/web/status/1463132430273953795,1.4631324302739535e+18,"(0.42, 0.4, 0.18)",,,,,
,https://twitter.com/i/web/status/1463132430257303553,1.4631324302573036e+18,"(0.14285714285714285, 0.42857142857142855, 0.42857142857142855)",,,,,
,https://twitter.com/i/web/status/1463132162191151104,1.463132162191151e+18,"(0.3181818181818182, 0.45454545454545453, 0.22727272727272727)",,,,,
,https://twitter.com/i/web/status/1463132131387793415,1.4631321313877934e+18,"(0.25, 0.5, 0.25)",,,,,
,https://twitter.com/i/web/status/1463131962344833029,1.463131962344833e+18,"(0.18181818181818182, 0.5454545454545454, 0.2727272727272727)",,,,,
,https://twitter.com/i/web/status/1463131814193557508,1.4631318141935575e+18,"(0.0, 0.5, 0.5)",,,,,
,https://twitter.com/i/web/status/1463131803225448455,1.4631318032254484e+18,"(0.0, 1.0, 0.0)",,,,,
,https://twitter.com/i/web/status/1463131626213310473,1.4631316262133105e+18,"(0.5625, 0.25, 0.1875)",,,,,
,https://twitter.com/i/web/status/1463131531350712327,1.4631315313507123e+18,"(0.08333333333333333, 0.3333333333333333, 0.5833333333333334)",,,,,
,https://twitter.com/i/web/status/1463131165389246465,1.4631311653892465e+18,"(0.11904761904761904, 0.5952380952380952, 0.2857142857142857)",,,,,
,https://twitter.com/i/web/status/1463131154190458892,1.463131154190459e+18,"(0.3076923076923077, 0.5384615384615384, 0.1346153846153846)",,,,,
,https://twitter.com/i/web/status/1463131151573209088,1.463131151573209e+18,"(0.29411764705882354, 0.5294117647058824, 0.17647058823529413)",,,,,
,https://twitter.com/i/web/status/1463131143939637261,1.4631311439396372e+18,"(0.125, 0.75, 0.125)",,,,,
,https://twitter.com/i/web/status/1463131137790799875,1.4631311377908e+18,"(0.28888888888888886, 0.6, 0.08888888888888889)",,,,,
,https://twitter.com/i/web/status/1463130831975698439,1.4631308319756984e+18,"(0.10714285714285714, 0.7857142857142857, 0.07142857142857142)",,,,,
,https://twitter.com/i/web/status/1463130701612531712,1.4631307016125317e+18,"(0.23076923076923078, 0.6153846153846154, 0.07692307692307693)",,,,,
,https://twitter.com/i/web/status/1463130651943583751,1.4631306519435835e+18,"(0.0, 1.0, 0.0)",,,,,
,https://twitter.com/i/web/status/1463130599623778320,1.4631305996237783e+18,"(0.0, 0.75, 0.25)",,,,,
,https://twitter.com/i/web/status/1463130586277580807,1.4631305862775808e+18,"(0.2857142857142857, 0.5714285714285714, 0.14285714285714285)",,,,,
,https://twitter.com/i/web/status/1463130569441640450,1.4631305694416404e+18,"(0.2631578947368421, 0.631578947368421, 0.10526315789473684)",,,,,
,https://twitter.com/i/web/status/1463130465968148483,1.4631304659681485e+18,"(0.23076923076923078, 0.5384615384615384, 0.15384615384615385)",,,,,
,https://twitter.com/i/web/status/1463130368270209027,1.463130368270209e+18,"(0.2222222222222222, 0.6388888888888888, 0.1388888888888889)",,,,,
,https://twitter.com/i/web/status/1463130215400366083,1.463130215400366e+18,"(0.1794871794871795, 0.6666666666666666, 0.15384615384615385)",,,,,
,https://twitter.com/i/web/status/1463130146299432973,1.4631301462994327e+18,"(0.08333333333333333, 0.625, 0.25)",,,,,
,https://twitter.com/i/web/status/1463129814055874566,1.4631298140558743e+18,"(0.16666666666666666, 0.3333333333333333, 0.5)",,,,,
,https://twitter.com/i/web/status/1463129801040949254,1.4631298010409492e+18,"(0.7692307692307693, 0.15384615384615385, 0.07692307692307693)",,,,,
,https://twitter.com/i/web/status/1463129740294852616,1.4631297402948526e+18,"(0.23076923076923078, 0.6153846153846154, 0.15384615384615385)",,,,,
,https://twitter.com/i/web/status/1463129719868563460,1.4631297198685635e+18,"(0.0, 0.5625, 0.4375)",,,,,
,https://twitter.com/i/web/status/1463129548837380096,1.46312954883738e+18,"(0.0, 0.6666666666666666, 0.3333333333333333)",,,,,
,https://twitter.com/i/web/status/1463129547381956608,1.4631295473819566e+18,"(0.0, 0.6666666666666666, 0.3333333333333333)",,,,,
,https://twitter.com/i/web/status/1463129379244941317,1.4631293792449413e+18,"(0.2857142857142857, 0.5714285714285714, 0.14285714285714285)",,,,,
,https://twitter.com/i/web/status/1463129234931552264,1.4631292349315523e+18,"(0.1, 0.5, 0.4)",,,,,
,https://twitter.com/i/web/status/1463129219265822722,1.4631292192658227e+18,"(0.2, 0.7333333333333333, 0.06666666666666667)",,,,,
,https://twitter.com/i/web/status/1463129199477018627,1.4631291994770186e+18,"(0.0, 0.8461538461538461, 0.15384615384615385)",,,,,
,https://twitter.com/i/web/status/1463129119487520774,1.4631291194875208e+18,"(0.0, 0.5714285714285714, 0.42857142857142855)",,,,,
,https://twitter.com/i/web/status/1463129057328267264,1.4631290573282673e+18,"(0.125, 0.5625, 0.3125)",,,,,
,https://twitter.com/i/web/status/1463129053146324998,1.4631290531463247e+18,"(0.2777777777777778, 0.37037037037037035, 0.3333333333333333)",,,,,
,https://twitter.com/i/web/status/1463128858375245827,1.4631288583752458e+18,"(0.08333333333333333, 0.9166666666666666, 0.0)",,,,,
,https://twitter.com/i/web/status/1463128823122509827,1.4631288231225098e+18,"(0.3333333333333333, 0.5, 0.16666666666666666)",,,,,
,https://twitter.com/i/web/status/1463128403280678913,1.463128403280679e+18,"(0.0, 0.8666666666666667, 0.13333333333333333)",,,,,
,https://twitter.com/i/web/status/1463128242466918404,1.4631282424669184e+18,"(0.42857142857142855, 0.2857142857142857, 0.2857142857142857)",,,,,
,https://twitter.com/i/web/status/1463127866745364485,1.4631278667453645e+18,"(0.0, 0.8181818181818182, 0.18181818181818182)",,,,,
,https://twitter.com/i/web/status/1463127702555459588,1.4631277025554596e+18,"(0.0, 0.8, 0.2)",,,,,
,https://twitter.com/i/web/status/1463127649404928007,1.463127649404928e+18,"(0.0, 1.0, 0.0)",,,,,
,https://twitter.com/i/web/status/1463127616806789120,1.463127616806789e+18,"(0.08, 0.68, 0.24)",,,,,
,https://twitter.com/i/web/status/1463127298438164483,1.4631272984381645e+18,"(0.0, 0.8333333333333334, 0.16666666666666666)",,,,,
,https://twitter.com/i/web/status/1463127103314927626,1.4631271033149276e+18,"(0.09090909090909091, 0.7272727272727273, 0.18181818181818182)",,,,,
,https://twitter.com/i/web/status/1463127032758300673,1.4631270327583007e+18,"(0.09090909090909091, 0.5454545454545454, 0.36363636363636365)",,,,,
,https://twitter.com/i/web/status/1463127028975038472,1.4631270289750385e+18,"(0.24390243902439024, 0.4878048780487805, 0.2682926829268293)",,,,,
,https://twitter.com/i/web/status/1463126990739828737,1.4631269907398287e+18,"(0.13333333333333333, 0.6, 0.26666666666666666)",,,,,
,https://twitter.com/i/web/status/1463126772627611648,1.4631267726276116e+18,"(0.08333333333333333, 0.6666666666666666, 0.25)",,,,,
,https://twitter.com/i/web/status/1463126560853037062,1.463126560853037e+18,"(0.5263157894736842, 0.42105263157894735, 0.05263157894736842)",,,,,
,https://twitter.com/i/web/status/1463126138020978691,1.4631261380209787e+18,"(0.23076923076923078, 0.38461538461538464, 0.38461538461538464)",,,,,
,https://twitter.com/i/web/status/1463126041971462152,1.463126041971462e+18,"(0.5, 0.4166666666666667, 0.08333333333333333)",,,,,
,https://twitter.com/i/web/status/1463126035906527237,1.4631260359065272e+18,"(0.08333333333333333, 0.7222222222222222, 0.19444444444444445)",,,,,
,https://twitter.com/i/web/status/1463125754502279170,1.4631257545022792e+18,"(0.16666666666666666, 0.6666666666666666, 0.16666666666666666)",,,,,
,https://twitter.com/i/web/status/1463125657911586817,1.4631256579115868e+18,"(0.36363636363636365, 0.42424242424242425, 0.21212121212121213)",,,,,
,https://twitter.com/i/web/status/1463125016745168897,1.463125016745169e+18,"(0.4090909090909091, 0.4090909090909091, 0.18181818181818182)",,,,,
,https://twitter.com/i/web/status/1463124635609071623,1.4631246356090716e+18,"(0.1, 0.5, 0.35)",,,,,
,https://twitter.com/i/web/status/1463124533590646790,1.4631245335906468e+18,"(0.0, 0.4, 0.6)",,,,,
,https://twitter.com/i/web/status/1463124496424964098,1.463124496424964e+18,"(0.0, 0.9230769230769231, 0.07692307692307693)",,,,,
,https://twitter.com/i/web/status/1463124420168675328,1.4631244201686753e+18,"(0.0, 0.6666666666666666, 0.3333333333333333)",,,,,
,https://twitter.com/i/web/status/1463124418121519109,1.463124418121519e+18,"(0.0, 0.6666666666666666, 0.3333333333333333)",,,,,
,https://twitter.com/i/web/status/1463124217512169480,1.4631242175121695e+18,"(0.0, 0.5333333333333333, 0.4666666666666667)",,,,,
,https://twitter.com/i/web/status/1463124193097043970,1.463124193097044e+18,"(0.5, 0.25, 0.25)",,,,,
,https://twitter.com/i/web/status/1463124009994764289,1.4631240099947643e+18,"(0.6938775510204082, 0.1836734693877551, 0.10204081632653061)",,,,,
,https://twitter.com/i/web/status/1463123848790872065,1.463123848790872e+18,"(0.0, 0.5714285714285714, 0.42857142857142855)",,,,,
,https://twitter.com/i/web/status/1463123819162267649,1.4631238191622676e+18,"(0.5217391304347826, 0.4782608695652174, 0.0)",,,,,
,https://twitter.com/i/web/status/1463123663717220355,1.4631236637172204e+18,"(0.2222222222222222, 0.3333333333333333, 0.4444444444444444)",,,,,
,https://twitter.com/i/web/status/1463123429020749825,1.4631234290207498e+18,"(0.21739130434782608, 0.4782608695652174, 0.30434782608695654)",,,,,
,https://twitter.com/i/web/status/1463123367624544271,1.4631233676245443e+18,"(0.125, 0.675, 0.15)",,,,,
,https://twitter.com/i/web/status/1463123298011652104,1.463123298011652e+18,"(0.08333333333333333, 0.5, 0.4166666666666667)",,,,,
,https://twitter.com/i/web/status/1463122836025864197,1.463122836025864e+18,"(0.0, 0.375, 0.625)",,,,,
,https://twitter.com/i/web/status/1463122645449203712,1.4631226454492037e+18,"(0.35, 0.4, 0.25)",,,,,
,https://twitter.com/i/web/status/1463122446580658182,1.463122446580658e+18,"(0.4, 0.2, 0.4)",,,,,
,https://twitter.com/i/web/status/1463122283828969473,1.4631222838289695e+18,"(0.3333333333333333, 0.5, 0.16666666666666666)",,,,,
,https://twitter.com/i/web/status/1463122087229362184,1.463122087229362e+18,"(0.43478260869565216, 0.43478260869565216, 0.13043478260869565)",,,,,
,https://twitter.com/i/web/status/1463121787307188224,1.4631217873071882e+18,"(0.6923076923076923, 0.17307692307692307, 0.1346153846153846)",,,,,
,https://twitter.com/i/web/status/1463121767510134788,1.4631217675101348e+18,"(0.0, 0.8, 0.2)",,,,,
,https://twitter.com/i/web/status/1463121621661585411,1.4631216216615854e+18,"(0.5757575757575758, 0.18181818181818182, 0.24242424242424243)",,,,,
,https://twitter.com/i/web/status/1463121466434600960,1.4631214664346007e+18,"(0.1875, 0.71875, 0.09375)",,,,,
,https://twitter.com/i/web/status/1463121385660686341,1.4631213856606863e+18,"(0.45454545454545453, 0.2727272727272727, 0.2727272727272727)",,,,,
,https://twitter.com/i/web/status/1463121362823036928,1.463121362823037e+18,"(0.11764705882352941, 0.4117647058823529, 0.47058823529411764)",,,,,
,https://twitter.com/i/web/status/1463121100989100032,1.4631211009891e+18,"(0.0, 0.7272727272727273, 0.2727272727272727)",,,,,
,https://twitter.com/i/web/status/1463121089207615488,1.4631210892076155e+18,"(0.1388888888888889, 0.5833333333333334, 0.2777777777777778)",,,,,
,https://twitter.com/i/web/status/1463120815340212225,1.4631208153402122e+18,"(0.2222222222222222, 0.5555555555555556, 0.2222222222222222)",,,,,
,https://twitter.com/i/web/status/1463120399475085327,1.4631203994750853e+18,"(0.26666666666666666, 0.2, 0.5333333333333333)",,,,,
,https://twitter.com/i/web/status/1463120397633990662,1.4631203976339907e+18,"(0.15384615384615385, 0.46153846153846156, 0.38461538461538464)",,,,,
,https://twitter.com/i/web/status/1463120074529665030,1.463120074529665e+18,"(0.2, 0.4666666666666667, 0.3333333333333333)",,,,,
,https://twitter.com/i/web/status/1463119894220660736,1.4631198942206607e+18,"(0.25, 0.625, 0.125)",,,,,
,https://twitter.com/i/web/status/1463119498110652417,1.4631194981106524e+18,"(0.10810810810810811, 0.6486486486486487, 0.21621621621621623)",,,,,
,https://twitter.com/i/web/status/1463119355835609096,1.463119355835609e+18,"(0.23529411764705882, 0.29411764705882354, 0.47058823529411764)",,,,,
,https://twitter.com/i/web/status/1463119333249282053,1.463119333249282e+18,"(0.2857142857142857, 0.5714285714285714, 0.14285714285714285)",,,,,
,https://twitter.com/i/web/status/1463119168681635840,1.4631191686816358e+18,"(0.11764705882352941, 0.8823529411764706, 0.0)",,,,,
,https://twitter.com/i/web/status/1463119129280671744,1.4631191292806715e+18,"(0.0, 0.875, 0.125)",,,,,
,https://twitter.com/i/web/status/1463119069507244038,1.463119069507244e+18,"(0.0625, 0.65625, 0.21875)",,,,,
,https://twitter.com/i/web/status/1463118955157938176,1.463118955157938e+18,"(0.2, 0.6, 0.2)",,,,,
,https://twitter.com/i/web/status/1463118921192468483,1.4631189211924685e+18,"(0.3333333333333333, 0.5, 0.16666666666666666)",,,,,
,https://twitter.com/i/web/status/1463118895850536962,1.4631188958505367e+18,"(0.16666666666666666, 0.3333333333333333, 0.5)",,,,,
,https://twitter.com/i/web/status/1463118485777645570,1.4631184857776456e+18,"(0.375, 0.375, 0.25)",,,,,
,https://twitter.com/i/web/status/1463118022889984014,1.463118022889984e+18,"(0.3125, 0.4375, 0.25)",,,,,
,https://twitter.com/i/web/status/1463117617799958535,1.4631176177999585e+18,"(0.0, 0.6, 0.4)",,,,,
,https://twitter.com/i/web/status/1463117406755192839,1.4631174067551928e+18,"(0.125, 0.625, 0.25)",,,,,
,https://twitter.com/i/web/status/1463117371456245760,1.4631173714562455e+18,"(0.14285714285714285, 0.5238095238095238, 0.3333333333333333)",,,,,
,https://twitter.com/i/web/status/1463117329013698563,1.4631173290136983e+18,"(0.5, 0.5, 0.0)",,,,,
,https://twitter.com/i/web/status/1463116900330717189,1.4631169003307172e+18,"(0.6, 0.4, 0.0)",,,,,
,https://twitter.com/i/web/status/1463116730058739718,1.4631167300587397e+18,"(0.25, 0.5416666666666666, 0.20833333333333334)",,,,,
,https://twitter.com/i/web/status/1463116528484696065,1.463116528484696e+18,"(0.27906976744186046, 0.5116279069767442, 0.16279069767441862)",,,,,
,https://twitter.com/i/web/status/1463116401065926656,1.4631164010659267e+18,"(0.3333333333333333, 0.6666666666666666, 0.0)",,,,,
,https://twitter.com/i/web/status/1463116082118496257,1.4631160821184963e+18,"(0.3, 0.4, 0.3)",,,,,
,https://twitter.com/i/web/status/1463115767818244099,1.463115767818244e+18,"(0.0, 0.8888888888888888, 0.1111111111111111)",,,,,
,https://twitter.com/i/web/status/1463115711467835393,1.4631157114678351e+18,"(0.46153846153846156, 0.46153846153846156, 0.07692307692307693)",,,,,
,https://twitter.com/i/web/status/1463115705121865733,1.4631157051218657e+18,"(0.2857142857142857, 0.5714285714285714, 0.14285714285714285)",,,,,
,https://twitter.com/i/web/status/1463115445406367745,1.4631154454063675e+18,"(0.05, 0.7, 0.25)",,,,,
,https://twitter.com/i/web/status/1463115437739106317,1.4631154377391063e+18,"(0.5714285714285714, 0.2857142857142857, 0.14285714285714285)",,,,,
,https://twitter.com/i/web/status/1463115290342871041,1.463115290342871e+18,"(0.0, 0.6666666666666666, 0.3333333333333333)",,,,,
,https://twitter.com/i/web/status/1463115106045218822,1.4631151060452188e+18,"(0.0, 0.8333333333333334, 0.16666666666666666)",,,,,
,https://twitter.com/i/web/status/1463114779287982082,1.463114779287982e+18,"(0.2222222222222222, 0.48148148148148145, 0.25925925925925924)",,,,,
,https://twitter.com/i/web/status/1463114744529776643,1.4631147445297766e+18,"(0.08695652173913043, 0.6956521739130435, 0.21739130434782608)",,,,,
,https://twitter.com/i/web/status/1463114650455732236,1.4631146504557322e+18,"(0.2857142857142857, 0.5714285714285714, 0.14285714285714285)",,,,,
,https://twitter.com/i/web/status/1463114590724579334,1.4631145907245793e+18,"(0.5833333333333334, 0.25, 0.16666666666666666)",,,,,
,https://twitter.com/i/web/status/1463114570080288768,1.4631145700802888e+18,"(0.0, 0.8333333333333334, 0.16666666666666666)",,,,,
,https://twitter.com/i/web/status/1463114374390837254,1.4631143743908372e+18,"(0.125, 0.75, 0.125)",,,,,
,https://twitter.com/i/web/status/1463114298889158662,1.4631142988891587e+18,"(0.0, 0.7142857142857143, 0.2857142857142857)",,,,,
,https://twitter.com/i/web/status/1463114217075064833,1.4631142170750648e+18,"(0.14285714285714285, 0.42857142857142855, 0.42857142857142855)",,,,,
,https://twitter.com/i/web/status/1463114185949126665,1.4631141859491267e+18,"(0.5272727272727272, 0.18181818181818182, 0.2909090909090909)",,,,,
,https://twitter.com/i/web/status/1463114160183472128,1.463114160183472e+18,"(0.08333333333333333, 0.6666666666666666, 0.25)",,,,,
