id,translated_text
1711,"1463243322953134080,""AT LEAST YOU WATCHED, THAT'S OKAY HAHAHAAH."""
1712,"1463247041379782656,""WHAT'S LANZA'S FULL NAME HAHAHAHAAHAH MAYBE HE'S ALREADY MARRIED HA"""
1713,"1463247198619983875,""I'm sure he is, and his wife is a Latina goddess, something like that."""
1714,"1463247726653542404,""oh yeah it's like. filipinos' eyes are really fast hahaahahah."""
1715,"1463086469703249924,""Mrena. They say they are lawyers, don't they, buella?"""
1716,"1463242025403400201,""Oh kyle!!! Are you really just 18? BBS KYLE"""
1717,"1463168365070102530,""hello, ten. sana may sumuyo na sa'yo hahaha. isa ka sa mga funny mutuals ko dito. hope we become close friends din because you seem nice. see you around:)."""
1718,"1463241135803879426,""yes okay we're really friends now so i'll interact with you always haha. see you around, lodi!"""
1719,"1463241090157273092,""i really don't like the wednesday schedule please."""
1720,"1463237101776818176,""You're really something else vaneneng hahaha."""
1721,"1463237338503409664,That's how it is, huhu."
1722,"1463235038976245760,""is there really no one who will avail? send tips please."""
1723,"1463090413481304070,""Wait, isn't Kang Sora the partner of Papi in Warm and Cozy? Oh my gosh, all of Papi's partners are getting married! Is he next? 🤡😆"""
1724,"1463236175888404481,""at 4:00am, with a little whisper from the demon beside me, i'll really have something delivered."""
1725,"1463240481446395909,""i hope it really finishes later."""
1726,"1463231186021412865,""PBB should have stopped Bang Shiyeok from sending him to perform. He should know better. Grammys have always been trash."""
1727,"1463233255751098371,""ever since the 90s era ended, just anyone has been winning. even if they don't deserve it. the deserving ones, they got snubbed. they are messing with the wrong people."""
1728,"1463233941112950786,""It's all about the money at the Grammys. That platform is a nuisance. It should be #cancelgrammys."""
1729,"1463234689607503876,""oh well… some of the other nominees, especially for record of the year and song of the year, i don't get why they're included when there's not much going on."""
1730,"1463239798966022144,""True. We don't even know them. They're not even popular. Where is the Grammys basing it from?"""
1731,"1463240018042900487,""hahaha i don't know about those."""
1732,"1463240609875959814,""The boys should boycott that. So they'll learn their lesson."""
1733,"1463241312921030656,""remember even bsb who was always a record breaker and had sold out concerts before didn't win even one despite their many nominations. something is really fishy with the grammys."""
1734,"1463256207334928389,""that's another one. that's been my issue for a long time. i just thought that the reviews and policies of the grammys are really different, maybe our bsb didn't fit in the categories. but their concerts are sold out until now. something is not right, especially with their millennium album which really sold well but didn't win."""
1735,"1463267421616160775,""Right? So whatever the armys are feeling, we felt it even before the BSB days."""
1736,"1463239096818561025,GOOD MORNING REALLY."
1737,"1463237522893328384,""We don't have many files anymore.. You can really feel Thanksgiving in the US."""
1738,"1463243702634115073,""it's so hard to sing while walking, i tried to copy mareng taeyeon, sis, i can't, i'm already out of breath, that's why i'm really a fan of mami."""
1739,"1463244058571132931,""tbh the condition of her voice in this concert is super super stable!! 😭✨ i cannot mami no one comes close talaga."""
1740,"1463244659912626177,""the girl, her adlibs in gee are so cool, right, it's so cutesy cutesy but it sounds like the boys, you know?"""
1741,"1463245053426421763,""and don’t get me started with twinkle and dancing queen, girl, her curls are so curly and her high notes are so high, the cheese curls are so ashamed of how beautiful her curls are, sis."""
1742,"1463176922532175873,""ISN'T SLEEPING A THING HERE?"""
1743,"1463177199641530369,""7am kst they say sis,,, i'll still be asleep then."""
1744,"1463177050378833920,""I'LL JUST WATCH THE REPLAY, SIS."""
1745,"1463236699874824192,""good thing i really told sir kelvs that i can't join for now, this damn throat is affecting my whole body hahahahhahahahwhwhwhwhwhwhahahahhahahaha."""
1746,"1463239254964719619,""wow sis, that person is already married and you're so proud that you're his mistress at the office, hahahahhaha, that's why i don't accept that guy on ig, i have a really bad feeling about him."""
1747,"1463239473974546432,""and ate gurl is still proud that they have a something emerut with the family guy, it's a different story when there's a family involved, you animal, haha."""
1748,"1463244108768579584,not really. us music awards in the 70s were really worthless laugh out loud."
1749,"1463238083952795649,""so it turns out blondie is credited for sour too. the power of this woman talaga."""
1750,"1463237534792646663,""It's really opportunities like this that overwhelm me!"""
1751,"1463236080124104711,""at the end of the day, it's really just you."""
1752,"1463240192085557249,""I just really want to cry."""
1753,"1463236194196606976,I really woke up early."
1754,"1463236011664687105,""inviting me to drink. sis i really got vaccinated."""
1755,"1463236949318135808,""I hope my staying up late will bear fruit."""
1756,"1463240523825631234,""ahhhh kihyun's vocals are really amazing huhuhuhu."""
1757,"1463240619522871299,""Yep, I was really woken up by two to be ppa's assistant."""
1758,"1463236624574078979,""it's really so out of nowhere, damn it."""
1759,"1463239246051823616,""this is what i've been telling you guys from the start, most of hms are really anti-loveteam hahahahahhaah kaazr."""
1760,"1463241107295244288,""they have so much time, at the end of the day it's their effort that's wasted. who are they for you to listen to, are they even paying for your studies? anyways i hope you know that those passerby would stay miserable with hatred raging inside their body, while you thrive off of your passion and be happy."""
1761,"1463241543146369032,""tataynibam (softhours) sakin grabe i love you talaga soaper;((((."""
1762,"1463235018747088901,""I WAS READY TO DEBUT IN TWITTER SPACE BUT I WAS SCARED TO SPEAK, GOOD THING MS JONI BAUTISTA WAS THERE SHHDEJBD"""
1763,"1463235210737184773,""hahahahah me too, honestly."""
1764,"1463239183309279234,""he kept low too, lmao, he was attempting. it's draining because we've been having this convo time and time again but the majority's perception is still the same. good thing those two stood up for the tannies somehow."""
1765,"1463199740376457219,""samber did not nominate anji this time right. so it was weird that she was the (who spoke with anji) about her behavior towards kd. we are missing some context here. who approached sam to talk to anji?"""
1766,"1463239442861223936,""yes i remember this. that's why since the bigateam had immunity, sam didn't nominate tj again. it might have prospered because baccla already had an idea about hotdog's meddling issues."""
1767,"1463236013740806145,""yes, you're really an idiot, it's so nice to drink in batasan, the youngland of qc."""
1768,"1463240308636803076,""GOOD MORNING, I REALLY DON'T KNOW IF MINJEONG IS HANDSOME OR PRETTY IN THIS PIC."""
1769,"1463234782553202688,""i'm nervous, i don't have a good feeling about this."""
1770,"1463232295087738883,""SCREAMINGGGGGGG INTERNALLY because it's already dawn but oh my god you're really Namjoon."""
1771,"1463236259476770820,you're really an idiot."
1772,"1463237740527427585,you're so pretty."
1773,"1463239885695848454,""SM, I'LL REALLY CURSE YOU IF HE DOESN'T HAVE A SOLO ALBUM WHEN HE COMES BACK."""
1774,"1463239389874573313,@kathlyn_qt read it. [They're so good, I didn't contribute anything here ah]"
1775,"1463239622436085760,""it's so early in the morning that i thought of modding my keyboard stabs, oh my."""
1776,"1462929733985832970,""hey po atin! please talk about bazinga and use our official hash bazinga_sb19 for hottrendingsongs our goal is 150-200k tweets daily. we only reached about half of that goal yesterday with 84k tweets. sb19."""
1777,"1463235751169122308,""how can we encourage them to engage even just on @SB19TrendsPH's tweets? it's really so low. it's like they don't care? puzzling!!? they know we have to do the work right? sb19 bazinga_sb19."""
1778,"1463237189895004166,""you know sometimes i get scared for my health, i've been staying up late for years, the last time i slept early for 2 straight weeks, which is 9-11 pm, was during the dye era and there are days when i sleep late but there are still more days when i stay up late."""
1779,"1463237523157635073,also when there's a typhoon i sleep early."
1780,"1463320175738966021,""on the true night shift, please, i want a proper night's sleep."""
1781,"1463239375861387266,My baby is so cute."
1782,"1463235481068466176,""i really remember ryeowook right away when i'm your girl by s.e.s is playing."""
1783,"1424936116835299355,""235. tw just in case you faint from the kilig, yonjen is so handsome."""
1784,"1463240448613359617,""DAMN, REALLY, YOU'RE SO SLY."""
1785,"1463236002521108484,you have failed me today in the timed test."
1786,"1463236005285163010,""but i already felt that i would fail."""
