id,text,preprocessed_text,english_translation
1463241633831346177,Eto nanaman ako nagdesisyon bumily ng Relx! Di talaga tumalab sakin ang Geekvape dalawang device na HAHAHAHAHA saglit ko lang ginamit tapos tambak na. Sana this time matuloy tuloy ko na hanggang bumaba ng bumaba at mahinto ako!!!,eto nanaman ako nagdesisyon bumily ng relx! di talaga tumalab sakin ang geekvape dalawang device na hahahahaha saglit ko lang ginamit tapos tambak na. sana this time matuloy tuloy ko na hanggang bumaba ng bumaba at mahinto ako!,"here i am again, deciding to buy a relx! geekvape really didn't work for me, i have two devices, hahahahaha, i only used them for a short time and now they're just gathering dust. i hope this time i can continue with it until i gradually reduce and eventually stop!!!"
1463241635039375361,For now tumagal sakin ng 2 days ang isang pod,may tira pa. A bit pricey but hindi na ko nagcecrave ng yosi. For now. Sana magtuloy tuloy talaga wahahahahaha.,"for now tumagal sakin ng to days ang isang pod, may tira pa. a bit pricey but hindi na ko nagcecrave ng yosi. for now. sana magtuloy tuloy talaga wahahahahaha."
1463240141472862209,mga ilang weeks ko rin tinry maging morning person,,
1463237488353243137,l8 nyt talks pa nga @minaminaminahi @sanasanasanahi @twice_jeongzeu,l8 nyt talks pa'nga.,still having late night talks.
1463240402513784834,sana lang di magkatotoo yung sinabi ni dan kasi kung totoo... HAHAH izza prank gumagawa lang talaga ko ng plot,sana lang di magkatotoo yung sinabi ni dan kasi kung totoo. hahah izza prank gumagawa lang talaga ko ng plot.,"i just hope what dan said doesn't come true, because if it's true... hahah it's a prank, i'm just really making up a plot."
1463240629874413571,HAHAHAHA just saying 🤷‍ nangyare kase sa'kin yon so there's that ;>,hahahaha just saying nangyare kase sa'kin yon so there's that;,"hahahaha just saying, it happened to me, so there's that."
1463240766042431499,HAHAHAHAH PAKQ SHARMAINE GAGU KA KINAKABAHAN AKO,hahahahah pakq sharmaine gagu ka kinakabahan ako.,"hahahahah fuck you, sharmaine, you idiot, i'm getting nervous."
1463240503332605952,hirap talaga umawat sa pag-scroll sa tiktok kapag puro exo ang lumalabas sa fyp,hirap talaga umawat sa pag-scroll sa tiktok kapag puro exo ang lumalabas sa fyp.,it's really hard to stop scrolling on tiktok when it's all exo on my fyp.
1463195473800761344,Okay,to sum it all up,"akala po ng adult hms na yung """"boundaries"""" na tinutukoy ni kuya is about kyji po. isang malaking misunderstanding na maaaring sumira sa pagkakayos ng dalawa. jusko"
1463241576860340234,The worst ever edition talaga tong seasons n ito dahil anjan c tender juicy,the worst ever edition talaga tong seasons n ito dahil anjan c tender juicy.,this is really the worst ever edition of this season because tender juicy is there.
1463244947545485318,haha... walang gising talaga,haha. walang gising talaga.,haha... no one's really awake.
1463242176264036362,Every exam talaga nasisira schedule ko tang ina kaseng timezone yan,every exam talaga nasisira schedule ko tang ina kaseng timezone yan.,"my schedule really gets messed up every exam, damn this timezone."
1463071288646266885,Kamusta mga team BIYAYA dyan? 🤭 @SB19Official #SB19,kamusta mga team biyaya dyan?,"how are you, team biyaya (blessing)?"
1463241409503268867,hahahahaha... basta Biyaya kasi talaga yan. pinalitan lang ni janpawlo ulit. @SB19Official #SB19,hahahahaha. basta biyaya kasi talaga yan. pinalitan lang ni janpawlo ulit.,hahahaha... because that's really a blessing. janpawlo just changed it again.
1463239324363735040,masakit talaga realtalk.,masakit talaga realtalk.,"it really hurts, real talk."
1463239222400143360,Dapat talaga sa bawat araw maging mapagmatyag sa mga kaganapan. May mga bagay na hindi natin inaasahan at hindi ito pwedeng mangyari ng walang malinaw na paliwanag. #nakapagtatakalang,dapat talaga sa bawat araw maging mapagmatyag sa mga kaganapan. may mga bagay na hindi natin inaasahan at hindi ito pwedeng mangyari ng walang malinaw na paliwanag.,"we should really be observant of what's happening every day. there are things we don't expect, and they can't happen without a clear explanation."
1463244234366939140,"Magigising ka na lang talaga sa ingay, bwisit tong allen na 'to!!!","magigising ka na lang talaga sa ingay, bwisit tong allen na 'to!","you'll just wake up to the noise, this allen is so annoying!!!"
1463243614352396288,ang ganda mo talaga tanginaaa,ang ganda mo talaga tanginaaa.,"you're so beautiful, damn it."
1463240500803104768,tulog na talaga kayong lahat? luh bakit?,tulog na talaga kayong lahat? luh bakit?,"are you all really asleep? huh, why?"
1463239300376526849,"ang ngaleng may meet up kame mamaya tas 3hrs lang halos tulog ko, ngaleng talaga","ang ngaleng may meet up kame mamaya tas 3hrs lang halos tulog ko, ngaleng talaga.","it's amazing, we have a meet-up later and i've only had almost 3 hours of sleep, really amazing."
1463240607854301186,di talaga aq nasasarapan sa yabu 🤐,di talaga aq nasasarapan sa yabu.,i really don't enjoy yabu.
1463240005069856769,hahaha mga kagaguhan ko talaga,hahaha mga kagaguhan ko talaga.,"hahaha, my stupidities, really."
1463244082453438475,Ang hina talaga ng NTC natin. Yan lang ang kayang gawin? Wala man lang explanation from Telcos kung paano biglang nag-spike ang mga spam messages na ganito?,ang hina talaga ng ntc natin. yan lang ang kayang gawin? wala man lang explanation from telcos kung paano biglang nag-spike ang mga spam messages na ganito?,our ntc is really so weak. is that all they can do? not even an explanation from the telcos on how spam messages like these suddenly spiked?
1463239073548554241,Comment: Hays nakakakilig talaga sila filipinosexstories.com/story…,comment: hays nakakakilig talaga sila.,"comment: sigh, they're so romantic."
1462974788922535936,"Haba ng buhok ni ati. Top mc, top actor and top singer. Top, Top, Toppp!!!","haba ng buhok ni ati. top mc, top actor and top singer. top, top, toppp!","that girl has long hair. top mc, top actor, and top singer. top, top, toppp!!!"
1463243826839973893,Eto talaga yon hahahahahaga 🤡 tayo,eto talaga yon hahahahahaga tayo.,"this is really it, hahahahahaga, we're clowns."
1462485731373322244,368 — han coffee shop,368 han coffee shop.,368 han coffee shop.
1462486939437699075,373 — luiz kalma ulit pls,373 luiz kalma ulit please.,"373 — luiz, calm down again, please."
1462487546999439361,377 — paso na pwet,377 paso na pwet.,377 — burnt butt
1462488396471799809,381 — alex masaya,381 alex masaya.,381 — alex is happy.
1462849188010422274,386 — kahit ano,386 kahit ano.,386 — anything.
1463239221427146753,394 — mami vien ikalma mo,394 mami vien ikalma mo.,"394 — mommy vien, calm down."
1463239702639570952,396 — mami vien talaga,396 mami vien talaga.,396 — it's really mommy vien.
1463239489619312641,nasa huli talaga pagsisisi 🤦‍,nasa huli talaga pagsisisi.,regret is really at the end.
1463239681034764288,struggle talaga pag clingy ka tas anlayo ng ebeb mo hanu,struggle talaga pag clingy ka tas anlayo ng ebeb mo hanu.,"it's really a struggle when you're clingy and your baby is far away, huh?"
1463239465690796032,kayanin ko nalang talaga mag-isa pre,kayanin ko nalang talaga mag-isa pre.,"i'll just have to handle it on my own, bro."
1463237169032548353,tangina mababaliw talaga,tangina mababaliw talaga.,"damn, i'm really going crazy."
1463195027383865347,PUTANGINASGDBFHR ang sulit ng cloak bundle BYE I WANT TO GET SMTH SO BAD PLEASE MAN,putanginasgdbfhr ang sulit ng cloak bundle bye i want to get smth so bad please man.,"fuck, the cloak bundle is so worth it. bye, i want to get something so bad, please, man."
1463241808293421057,I KNOWWWW I KNOW FUCKF WALA KASI AKONG PERSONAL PAYPAL PLZZ ANG HIRAP TALAGA PAG WALANG CARD I'LL TRY CONVINCING MY DAD,i knowwww i know fuckf wala kasi akong personal paypal plzz ang hirap talaga pag walang card i'll try convincing my dad.,"i knowwww i know fuck. i don't have a personal paypal, please. it's so hard when you don't have a card. i'll try convincing my dad."
1463243620870328321,Okaaaaay. Tapos na akong manuod ng 'The Princess Switch 3' tas pota sa kanilang dalawa naman ako kinilig ngayon HAHAHAHAHA nakakarelax talaga 'tong movie na 'to simula pa TPS1 huhu,okaaaaay. tapos na akong manuod ng 'the princess switch 3' tas pota sa kanilang dalawa naman ako kinilig ngayon hahahahaha nakakarelax talaga 'tong movie na 'to simula pa tps1 huhu.,"okay. i'm done watching 'the princess switch 3' and damn, i got butterflies from those two now, hahahahaha. this movie has been so relaxing since tps1, huhu."
1463241527333830657,hindi joke matutulog na talaga ako,hindi joke matutulog na talaga ako.,"not a joke, i'm really going to sleep now."
1463242060115316740,seryoso na goodnight na talaga..,seryoso na goodnight na talaga.,"i'm serious, goodnight for real..."
1463239370027139074,mas nakakapagisip talaga ako pag madilim paligid haha,mas nakakapagisip talaga ako pag madilim paligid haha.,"i can really think better when my surroundings are dark, haha."
1463243331916337153,bat ganon sobrang saya ng mga bata kanina pero tangina diko talaga kayang sumabay sa saya habang malungkot ako,bat ganon sobrang saya ng mga bata kanina pero tangina diko talaga kayang sumabay sa saya habang malungkot ako.,"why is it that the kids were so happy earlier, but damn, i really can't join in their happiness while i'm sad?"
1463236383116455937,black swan deserve a grammy talaga tapos the whole ly: album,black swan deserve a grammy talaga tapos the whole ly: album.,"black swan really deserves a grammy, and then the whole ly: album."
1463225079366512640,Isa talaga akong clown 🤣,isa talaga akong clown.,i'm really a clown.
1463241301806092294,Alam mo chineck ko talaga. Clown din ako. Sama sama tayo 🤡,alam mo chineck ko talaga. clown din ako. sama sama tayo.,"you know, i really checked. i'm a clown too. let's all be clowns together."
1463243447817498631,Oh talaga so mas magaling pa kayo sa nbi at pdea wow HAHAHAHAH lol di niyo lang tanggap na talo kayo e,oh talaga so mas magaling pa kayo sa nbi at pdea wow hahahahah laugh out loud di niyo lang tanggap na talo kayo e.,"oh really, so you're even better than the nbi and pdea, wow, hahahahah, lol, you just can't accept that you lost."
1463238684749099009,pag ako nainis bibili talaga ako ng bagong sim para sa free shipping na yan,pag ako nainis bibili talaga ako ng bagong sim para sa free shipping na yan.,"if i get annoyed, i'll really buy a new sim card for that free shipping."
1463239959649816578,i need to sleep na talaga kahit dipa aq antok haha goodmornighttttttt!!!!!!!!,i need to sleep na talaga kahit dipa aq antok haha goodmornighttttttt!,"i really need to sleep now even though i'm not sleepy yet, haha, good morning!"
1463240014288994307,Dami nagkasabay-sabay talaga,dami nagkasabay-sabay talaga.,"so many, they all happened at the same time."
1463239822978392068,Dipende,kung ako talaga yung problema:>,"dipende, kung ako talaga yung problema:"
1463232612592349187,Iiyak nalang ako para maka tulog ako,iiyak nalang ako para maka tulog ako.,i'll just cry so i can fall asleep.
1463237054372794369,"Ala, iniisip ko lang bat ang layo natin sa isa't isa","ala, iniisip ko lang bat ang layo natin sa isa't isa.","oh, i was just thinking why we're so far from each other."
1463237699058290689,"Wala mahal, hayaan na okay lang naman ako, tulog ka na po ulit","wala mahal, hayaan na okay lang naman ako, tulog ka na po ulit.","it's nothing, dear, just let it be, i'm okay, you can go back to sleep now."
1463238596777836547,Salamat kase nakilala kita,salamat kase nakilala kita.,thank you for getting to know me.
1463239760772669445,HAAHHAHAHAHA bilis talaga pag pag kain,haahhahahaha bilis talaga pag pag kain.,"haahhahahaha, so fast when it comes to food."
1463235284787597312,ang hilig sa wipe talaga tommaso,ang hilig sa wipe talaga tommaso.,tommaso really likes to wipe.
1463150879922528267,Kung natatandaan mo to on Dacera case na sinailalim sila sa Drug Testing ewan ko kung anung fact checking na ginagawa mo ah.,kung natatandaan mo to on dacera case na sinailalim sila sa drug testing ewan ko kung anung fact checking na ginagawa mo ah.,"if you remember this from the dacera case, they underwent drug testing. i don't know what kind of fact-checking you're doing."
1463164406339153931,Ito @MahusayMagTweet itanong mo kay kuya rodolfo kung bakit ususan din address nakalagay sa Drug test result nya. Ifafact check din agad ng rappler si BBM kung peke ung pinaketa nyang result. Wag tanga,ito itanong mo kay kuya rodolfo kung bakit ususan din address nakalagay sa drug test result nya. ifafact check din agad ng rappler si bbm kung peke ung pinaketa nyang result. wag tanga.,"here, @mahusaymagtweet, ask kuya rodolfo why his drug test result also has ususan as the address. rappler will also immediately fact-check bbm if the result he showed is fake. don't be stupid."
1463240216513159169,Dati ang BGC part talaga ng Brgy .Ususan,Taguig later on nagkaroon ng Bgy. Fort Bonifacio na naging barangay captain pa si Lino Cayetano. We can verify naman yung address ng bawat health facility. Reference: scribd.com/document/42424214…,"dati ang bgc part talaga ng brgy. ususan, taguig later on nagkaroon ng bgy. fort bonifacio na naging barangay captain pa si lino cayetano. we can verify naman yung address ng bawat health facility. reference:"
1463743002606665739,WAHAHAHHAHAHAHA BOOM PANES DI LAHAT NG NAKAGRADUATE MATALINO YUNG IBA NAGMAMAGALING LNG HAHAHAHA🤣🤣🤣,wahahahhahahaha boom panes di lahat ng nakagraduate matalino yung iba nagmamagaling lng hahahaha.,"wahahahhahahaha boom, busted! not all graduates are smart, some are just trying to be, hahahaha."
1463240165896327168,Ngayon ko lang napansin to. bwisit talaga!!!!,ngayon ko lang napansin to. bwisit talaga!,i just noticed this now. so annoying!!!!
